1,1200
3,1350
0,1500
2,1650
1,1800
3,2400
1,2700
2,3000
0,3300
3,3600
2,3750
0,3900
1,4050
3,4200
2,4500
1,4650
0,4800
3,5100
1,5400
2,5700
0,6000
1,6150
3,6300
0,6450
2,6600
1,6900
1,7500
2,7650
0,7800
1,8100
3,8400
1,8850
0,9300
1,9450
3,9600
2,9750
0,9900
2,10050
1,10200
3,10350
2,10500
1,10650
0,10800
3,11700
1,11850
2,12000
3,12450
0,12900
1,13200
3,13800
1,14400
3,15000
2,15300
0,15600
2,16500
3,17400
1,17700
3,18000
2,18450
1,18900
0,19200
3,19800
1,19950
2,20100
3,20175
1,20250
0,20325
3,20400
2,20400
0,20600
1,20700
3,20900
2,21000
1,21150
0,21300
3,21450
1,21600
3,21800
2,21900
1,22100
0,22200
3,22350
1,22500
2,22650
3,22800
0,22800
1,23000
2,23100
3,23300
0,23400
1,23550
3,23700
0,23850
2,24000
0,24200
1,24300
2,24500
3,24600
2,24750
0,24900
1,25050
3,25200
0,25200
1,25400
2,25500
3,25700
1,25800
0,25950
2,26100
3,26250
1,26400
0,26600
3,26700
1,26900
0,27000
2,27150
3,27300
1,27450
3,27600
0,27600
