3,164
1,164
0,845
2,845
3,1754
0,1754
2,3800
3,3800
0,4482
1,4482
0,5391
2,5391
3,7436
0,7436
2,8118
1,8118
0,9027
3,9027
1,11073
2,11073
3,11754
0,11754
2,12664
1,12664
3,14027
2,14254
1,14482
0,14709
2,14709
3,14709
1,14936
2,15164
3,15164
0,15391
3,15618
1,15618
1,15845
0,16073
2,16073
3,16300
2,16527
1,16527
0,16754
2,16982
3,16982
1,17209
0,17436
2,17436
2,17664
1,17891
3,17891
2,18118
3,18345
1,18345
0,18345
1,18573
0,18800
2,18800
3,19027
0,19254
1,19254
0,19482
3,19709
2,19709
1,19936
0,20164
3,20164
2,20391
1,20618
3,20618
2,20845
3,21073
0,21073
2,21300
1,21300
0,21527
3,21527
2,21754
3,21982
1,21982
0,21982
2,22209
3,22436
1,22436
2,22664
3,22891
0,22891
3,23118
0,23345
1,23345
2,23573
1,23800
3,23800
2,24027
3,24254
0,24254
1,24482
0,24709
2,24709
2,24936
1,25164
3,25164
0,25391
1,25618
3,25618
2,25618
2,25845
3,26073
0,26073
2,26300
1,26527
3,26527
1,26754
2,26982
0,26982
3,27209
1,27436
2,27436
3,27664
2,27891
0,27891
1,28118
2,28345
3,28345
1,28573
0,28573
2,28800
3,28800
1,29027
0,29254
2,29254
3,29254
2,31073
1,31754
0,32436
1,32891
3,32891
2,32891
0,33118
3,33345
0,33573
1,33800
2,33800
2,34027
0,34254
3,34254
1,34482
3,34709
2,34709
0,34936
1,35164
3,35391
2,35618
3,35845
0,35845
1,36073
2,36300
3,36527
1,36527
0,36527
3,36754
2,36982
3,37209
1,37436
0,37436
1,37664
3,37891
0,37891
2,38118
3,38345
1,38345
0,38573
2,38800
1,39027
3,39254
0,39482
2,39482
1,39709
2,39936
3,39936
3,40164
1,40164
0,40164
2,40391
0,40618
3,40845
1,41073
2,41073
2,41300
1,41527
0,41527
3,41754
0,41982
2,41982
1,42209
3,42436
2,42664
0,42891
3,43118
1,43118
2,43345
0,43573
2,43800
3,43800
1,43800
0,44027
2,44254
1,44482
0,44709
2,44709
2,44936
1,45164
3,45164
0,45391
2,45618
1,45618
3,45845
2,46073
0,46300
3,46300
1,46527
2,46754
1,46982
0,46982
3,47209
2,47436
1,47436
3,47436
2,47664
0,47891
3,48118
2,48345
1,48345
1,48573
0,48800
3,48800
2,49027
3,49254
1,49254
0,49482
2,49709
1,49936
3,50164
2,50391
0,50391
1,50618
3,50845
1,51073
0,51073
2,51073
3,51300
0,51527
2,51754
0,51982
3,51982
3,52209
1,52436
2,52436
0,52664
2,52891
3,52891
1,53118
2,53345
1,53573
0,53573
3,53800
1,54027
3,54254
2,54254
1,54482
3,54709
1,54709
0,54709
2,54936
1,55164
3,55391
2,55618
0,55618
0,55845
1,56073
